images,institutionCode,sex,preparations,eventDate,year,month,day,country,stateProvince,decimalLatitude,decimalLongitude,geodeticDatum,scientificName,scientificName,infraspecificEpithet
,QM,,Egg(s),7/10/1909,1909,10,7,Australia,New South Wales,-31.966667,141.45,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,SAMA,,Egg clutch,9/10/1932,1932,10,9,Australia,Victoria,-36.7667,144.2833,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,ANWC,Not applicable,shell,19/10/1935,1935,10,19,Australia,Tasmania,-43.1167,147.35,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,NMV,Male,Skin | Dry,14/10/1916,1916,10,14,Australia,New South Wales,-32.05,149.25,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,ANWC,female,skin,6/06/1960,1960,6,6,Australia,Tasmania,-43.2333,147.25,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,SAMA,,Skin,13/06/1926,1926,6,13,Australia,South Australia,-34.9333,138.6333,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,QVMAG,,skin,7/06/1973,1973,6,7,Australia,Tasmania,-41.1,147.81666,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,ANWC,probably female,skin,13/06/1990,1990,6,13,Australia,New South Wales,-34.2833,146.0333,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,SAMA,,Skin,1890-06-01,1890,6,,Australia,South Australia,-34.91833333,138.5022222,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,AM,,,3/06/2001,2001,6,3,Australia,New South Wales,-33.76919,151.11359,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,NMV,Male,Skin | Dry,1894-06-08,1894,6,8,Australia,New South Wales,-33.47,150.15,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,ANWC,male,skin,16/06/1993,1993,6,16,Australia,Tasmania,-41.45,147.3167,EPSG:4326,Accipiter novaehollandiae,Accipiter (Leucospiza) novaehollandiae,
,ANWC,male,skin,21/06/1996,1996,6,21,Australia,New South Wales,-34.8167,150.6167,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,QVMAG,,skin,26/06/1976,1976,6,26,Australia,Tasmania,-41.33332,146.76666,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,NMV,Female,Skin | Dry,15/06/1910,1910,6,15,Australia,Western Australia,-14.28,126.63,EPSG:4326,Accipiter fasciatus didimus,Accipiter (Leucospiza) fasciatus didimus,didimus
,NMV,,,,1910,6,,Australia,Western Australia,-14.3,126.6,EPSG:4326,,Erythrotriorchis radiatus,
,ANWC,female,skin,6/06/1968,1968,6,6,Australia,Queensland,-17.9333,146.1,EPSG:4326,Accipiter novaehollandiae,Accipiter (Leucospiza) novaehollandiae,
,WAM,Female,,,1910,6,,Australia,Western Australia,-14,126.6,EPSG:4326,,Erythrotriorchis radiatus,
,NMV,Female,Skin | Dry,28/06/1978,1978,6,28,Australia,Victoria,-37.25,144.45,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,ANWC,male,body in spirit,17/06/1974,1974,6,17,Australia,Northern Territory,-15.8167,136.3333,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,NMV,Male,Skin | Dry,17/06/1922,1922,6,17,Australia,Queensland,-17.6,145.48,EPSG:4326,Accipiter novaehollandiae novaehollandiae,Accipiter (Leucospiza) novaehollandiae,novaehollandiae
,QM,Male,Skin,1891-06-15,1891,6,15,,,-10.1,150.133333,EPSG:4326,Accipiter poliocephalus,Accipiter,
,MAGNT,,skin,19/06/1986,1986,6,19,Australia,Northern Territory,,,,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,QVMAG,,skin,6/06/1967,1967,6,6,Australia,Tasmania,-41.45,147.19999,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,SAMA,Male,Skin,7/06/1956,1956,6,7,Australia,South Australia,-34.9,138.6667,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,ANWC,female,partial skeleton; skin; wing,14/06/2004,2004,6,14,Australia,Northern Territory,-13.049153,131.029169,EPSG:4326,Erythrotriorchis radiatus,Erythrotriorchis radiatus,
,NMV,Female,Skin | Dry,1894-06-08,1894,6,8,Australia,New South Wales,-33.47,150.15,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,QM,Female,Skin,12/06/1962,1962,6,12,Australia,Queensland,-27.516667,153.15,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,SAMA,,Skin,25/06/1978,1978,6,25,Australia,South Australia,-37.1167,140.7,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,NMV,Unknown | Unknown,Skin | Dry,19/06/2004,2004,6,19,Australia,Victoria,-38.33,145.17,EPSG:4326,Accipiter fasciatus natalis,Accipiter (Leucospiza) fasciatus,natalis
,ANWC,female,skin,6/06/1973,1973,6,6,Australia,Northern Territory,-13.5,132.4833,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,NMV,,Whole | frozen,14/06/2020,2020,6,14,Australia,Victoria,-37.8372,145.105,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,ANWC,male,skin,9/06/1974,1974,6,9,Australia,Northern Territory,-17.9167,137.75,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,NMV,Female,Skin | Dry,7/06/2006,2006,6,7,Australia,Victoria,-37.83,144.98,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,SAMA,Female,Skin,6/06/2004,2004,6,6,Australia,South Australia,-33.1606,138.1617,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,NMV,Unknown,Skin | Dry,4/06/1997,1997,6,4,Australia,Victoria,-37.83,145.07,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,MAGNT,,skin,23/06/1966,1966,6,23,Australia,Northern Territory,,,,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,MAGNT,,skin,19/06/1986,1986,6,19,Australia,Northern Territory,,,,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,NMV,Female,Skin | Dry,27/06/2018,2018,6,27,Australia,Victoria,-38.5,145.27,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,NMV,Male,Skin | Dry,24/06/1944,1944,6,24,Australia,Victoria,-37.72,145.15,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,QM,Female,Skin,1/06/1994,1994,6,1,Australia,Queensland,-24.233333,143.216667,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,QM,Female?,Skin,11/06/1948,1948,6,11,Australia,Queensland,-12.733333,143.283333,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,ANWC,male,skeleton complete,8/06/1989,1989,6,8,Australia,Australian Capital Territory,-35.2833,149.2167,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,NMV,Female,Skin | Dry,10/06/1921,1921,6,10,Australia,Victoria,-38.25,145.28,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,NMV,Male,Skin | Dry,10/06/1972,1972,6,10,Australia,Victoria,-36.38,145.4,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,ANWC,female,skin,9/06/1999,1999,6,9,Australia,Queensland,-15.4203,144.1842,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,SAMA,,Skeleton,1/06/1981,1981,6,,Australia,South Australia,-34.55,135.4833,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,AM,,,3/06/2001,2001,6,3,Australia,New South Wales,-33.76919,151.11359,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,ANWC,female,skin,17/06/1969,1969,6,17,Papua New Guinea,,-10.1833,149.375,EPSG:4326,Accipiter poliocephalus,Accipiter,
,SAMA,Female,Skin,1/06/1914,1914,6,,Australia,South Australia,-34.91833333,138.5022222,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,ANWC,not recorded,skin,1885-06-01,1885,6,,Australia,New South Wales,-32.7167,151.5667,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,ANWC,female,skin,6/06/1971,1971,6,6,Australia,New South Wales,-36.55,148.1833,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,QM,Female,Skin,4/06/2003,2003,6,4,Australia,Queensland,-27.55,152.816667,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,ANWC,female,skin,5/06/1985,1985,6,5,Australia,New South Wales,-35.3417,149.2833,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,QM,Female,Skin,1891-06-01,1891,6,1,,,-10.6,150.65,EPSG:4326,Accipiter novaehollandiae leucosomus,Accipiter (Leucospiza) novaehollandiae,leucosomus
,MAGNT,,skin,1/06/1968,1968,6,1,Australia,Northern Territory,-13.183,131.1,,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,QM,Female,Skin,29/06/1954,1954,6,29,Australia,Queensland,-27.433333,151.716667,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,SAMA,Female,Skin,21/06/1909,1909,6,21,Australia,South Australia,-35.0167,138.6167,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,ANWC,female,skin,1/06/1999,1999,6,,Australia,Tasmania,-41.1,147.0833,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,SAMA,Male,Skin,5/06/2001,2001,6,5,Australia,South Australia,-35.2856,139.0339,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,ANWC,female,skin,18/06/1986,1986,6,18,Australia,Tasmania,-42.7167,147.75,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,MAGNT,,skin,29/06/1987,1987,6,29,Australia,Northern Territory,-12.883,130.567,,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,ANWC,male,skin,9/06/1974,1974,6,9,Australia,Northern Territory,-17.9,137.75,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,MAGNT,,skin,26/06/1985,1985,6,26,Australia,Northern Territory,,,,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,QVMAG,,,24/06/1988,1988,6,24,Australia,Tasmania,-41.51666,147.19999,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,ANWC,female,skin,3/06/1973,1973,6,3,Australia,Northern Territory,-13.2833,132.3333,EPSG:4326,Accipiter novaehollandiae,Accipiter (Leucospiza) novaehollandiae,
,ANWC,female,skin,24/06/1987,1987,6,24,Australia,Western Australia,,,,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,AM,Male,,1/06/2010,2010,6,,Australia,New South Wales,-34.233,150.983,EPSG:4326,"Accipiter novaehollandiae (Gmelin, 1788)",Accipiter (Leucospiza) novaehollandiae,
,MAGNT,,skeleton,,1998,6,,Australia,Northern Territory,-12.45,130.833,,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,ANWC,female,skin,4/06/1976,1976,6,4,Australia,Northern Territory,-15.8833,136.4833,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,NMV,Unknown,Skeleton | Dry,9/06/1965,1965,6,9,Australia,Victoria,-38.2,146.53,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,NMV,Male,Skin | Dry,9/06/1976,1976,6,9,Australia,Victoria,-36.45,142.03,EPSG:4326,Accipiter novaehollandiae novaehollandiae,Accipiter (Leucospiza) novaehollandiae,novaehollandiae
,NMV,Female,Wing | Dry,7/06/2006,2006,6,7,Australia,Victoria,-37.83,144.98,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,QM,Male,Skin,2/06/1948,1948,6,2,Australia,Queensland,-12.6,143.416667,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,SAMA,Female,Skin,4/06/1909,1909,6,4,Australia,South Australia,-34.9183,138.5022,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,WAM,Unknown,Skeleton,4/06/1970,1970,6,4,Australia,,,,,,Accipiter (Leucospiza) fasciatus,
,ANWC,male,skin,6/06/1974,1974,6,6,Australia,Northern Territory,-17.9,137.7167,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,QVMAG,,skin,14/06/1970,1970,6,14,Australia,Tasmania,-41.56665,147.25,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,ANWC,male,skin,7/06/1974,1974,6,7,Australia,Northern Territory,-17.7667,137.7167,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
"[""911ce5e6-97cd-48bf-97f4-ff21f970acde""]",NMV,,Egg | Dry,18/11/1910,1910,11,18,Australia,Queensland,-10.8,142.47,EPSG:4326,Accipiter novaehollandiae novaehollandiae,Accipiter (Leucospiza) novaehollandiae,novaehollandiae
,ANWC,Not applicable,shell,25/11/1931,1931,11,25,Australia,Tasmania,-43.1167,147.35,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,ANWC,Not applicable,shell,1/11/1964,1964,11,1,Australia,Queensland,-27.9833,145.6,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,ANWC,Not applicable,shell,23/11/1956,1956,11,23,,,-36.2667,139.45,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,QM,Female,Skin,26/11/1958,1958,11,26,Australia,Queensland,-10.583333,142.216667,EPSG:4326,Accipiter fasciatus didimus,Accipiter (Leucospiza) fasciatus didimus,didimus
,NMV,,Egg | Dry,1895-11-17,1895,11,17,Australia,Western Australia,,,,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
"[""35262564-0bfe-41c1-8b6a-8535d099d7fd""]",NMV,,Egg | Dry,10/11/1913,1913,11,10,Australia,Northern Territory,-16.07,136.3,EPSG:4326,Accipiter fasciatus didimus,Accipiter (Leucospiza) fasciatus didimus,didimus
,AM,,,5/11/1981,1981,11,5,Australia,New South Wales,-32.45,149.766,EPSG:4326,"Accipiter fasciatus fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus fasciatus,
,NMV,Male,Skin | Dry,18/11/1902,1902,11,18,Australia,Queensland,-16.88,145.68,EPSG:4326,Erythrotriorchis radiatus,Erythrotriorchis radiatus,
,NMV,Female,Skin | Dry,1898-11-10,1898,11,10,Australia,New South Wales,-30.32,152.72,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,ANWC,Not applicable,shell,16/11/1992,1992,11,16,Australia,Tasmania,,,,Accipiter novaehollandiae,Accipiter (Leucospiza) novaehollandiae,
"[""87b01b32-6b01-45ff-9a40-96e8e7fba690""]",NMV,,Egg | Dry,15/11/1910,1910,11,15,Australia,Queensland,-10.8,142.47,EPSG:4326,Accipiter novaehollandiae novaehollandiae,Accipiter (Leucospiza) novaehollandiae,novaehollandiae
"[""8b422f45-c54c-4873-8648-0f40f2352bfa""]",NMV,,Egg | Dry,14/11/1907,1907,11,14,Australia,New South Wales,-32.08,150.98,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,ANWC,not recorded,skin,6/11/1964,1964,11,6,Papua New Guinea,,-5.2333,144.3333,EPSG:4326,Accipiter hiogaster leucosomus,Accipiter (Leucospiza) hiogaster,leucosomus
,ANWC,female,skin,3/11/1990,1990,11,3,Australia,South Australia,-34.9333,138.6,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,QVMAG,,skin,26/11/1987,1987,11,26,Australia,Tasmania,,,,Accipiter novaehollandiae,Accipiter (Leucospiza) novaehollandiae,
,SAMA,,Egg clutch,5/11/1948,1948,11,5,Australia,South Australia,-35.3333,139.3833,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,NMV,,Egg | Dry,7/11/1980,1980,11,7,Australia,Queensland,-27.33,152.15,EPSG:4326,Accipiter novaehollandiae novaehollandiae,Accipiter (Leucospiza) novaehollandiae,novaehollandiae
,ANWC,female,skin,5/11/2006,2006,11,5,Australia,Queensland,-13.0908,142.0953,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,ANWC,unknown,skeleton incomplete,19/11/1971,1971,11,19,Australia,Western Australia,-33.5667,117.4333,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,NMV,Female,Skin | Dry,,1978,11,,Australia,Victoria,-37.75,148.43,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,NMV,,Egg | Dry,1892-11-07,1892,11,7,Australia,Tasmania,-42.77,147.25,EPSG:4326,Accipiter novaehollandiae novaehollandiae,Accipiter (Leucospiza) novaehollandiae,novaehollandiae
,NMV,Female,Skin | Dry,21/11/1986,1986,11,21,Australia,Victoria,-37.57,149.15,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,ANWC,Not applicable,shell,10/11/1906,1906,11,10,Australia,New South Wales,-33.2833,149.0833,EPSG:4326,Accipiter novaehollandiae,Accipiter (Leucospiza) novaehollandiae,
,NMV,Male,Skin | Dry,11/11/1915,1915,11,11,Australia,New South Wales,-32.05,149.25,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,ANWC,male,skin,13/11/1986,1986,11,13,Australia,Tasmania,-42.9667,147.3333,EPSG:4326,Accipiter novaehollandiae,Accipiter (Leucospiza) novaehollandiae,
,ANWC,female,skin,24/11/1979,1979,11,24,Australia,New South Wales,-35.0833,149.3833,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,ANWC,male,skin,2/11/1994,1994,11,2,Australia,South Australia,-32.1883,135.1453,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,SAMA,Male,Skin,10/11/1914,1914,11,10,Australia,Victoria,-37.5667,149.75,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
"[""8dc7f750-9711-4f05-ba91-5c17e90aae34""]",NMV,,Egg | Dry,1894-11-09,1894,11,9,Australia,New South Wales,-33.43,149.7,EPSG:4326,Accipiter novaehollandiae novaehollandiae,Accipiter (Leucospiza) novaehollandiae,novaehollandiae
,NMV,Female,Skin | Dry,1895-11-18,1895,11,18,Australia,New South Wales,-33.58,149.37,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,SAMA,Female,Skin,1/11/1923,1923,11,,,,,,,"Accipiter novaehollandiae (JF Gmelin, 1788)",Accipiter (Leucospiza) novaehollandiae,
,WAM,Unknown,Eggs,10/11/1909,1909,11,10,Australia,Queensland,-15.466667,145.25,EPSG:4326,,Accipiter (Leucospiza) fasciatus,
,ANWC,female,skeleton; wing,18/11/2018,2018,11,18,,,-22.2479,166.5582,EPSG:4326,Accipiter haplochrous,Accipiter,
,ANWC,Not applicable,shell,6/11/1969,1969,11,6,Australia,New South Wales,-34.5333,150.8,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,AM,,,19/11/1985,1985,11,19,Papua New Guinea,,-6.533,143.183,EPSG:4326,"Accipiter poliocephalus Gray, 1858",Accipiter,
,QVMAG,,dry,10/11/1973,1973,11,10,Australia,New South Wales,,,,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,WAM,Male,Skin,10/11/1988,1988,11,10,Indonesia,,-8.233333,117.6,EPSG:4326,,Accipiter (Leucospiza) fasciatus,
,NMV,,Egg | Dry,1895-11-05,1895,11,5,Australia,New South Wales,-29.58,152.77,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,NMV,Unknown,Skin | Dry,28/11/1913,1913,11,28,Australia,Queensland,-12.83,143.35,EPSG:4326,Accipiter novaehollandiae novaehollandiae,Accipiter (Leucospiza) novaehollandiae,novaehollandiae
,NMV,Male,Skin | Dry,12/11/1955,1955,11,12,Australia,Victoria,-37.3,143.78,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,SAMA,,Egg clutch,1892-11-09,1892,11,9,Australia,Tasmania,-42.6,147.5333,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,NMV,,Egg | Dry,8/11/1954,1954,11,8,Australia,Victoria,-37.82,144.23,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,NMV,,Spirit | Wet,8/11/1943,1943,11,8,Australia,Victoria,-37.78,145.32,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,ANWC,female,skin,11/11/1986,1986,11,11,Australia,Tasmania,-43.2833,147,EPSG:4326,Accipiter novaehollandiae,Accipiter (Leucospiza) novaehollandiae,
,NMV,Female,Skin | Dry,14/11/1915,1915,11,14,Australia,Northern Territory,-12.12,130.4,EPSG:4326,Accipiter fasciatus didimus,Accipiter (Leucospiza) fasciatus didimus,didimus
,QM,,Egg(s),6/11/1929,1929,11,6,Australia,New South Wales,-31.983333,151.916667,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,ANWC,Not applicable,shell,4/11/1976,1976,11,4,Australia,New South Wales,-31.5167,145.7333,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,ANWC,male,skin,12/11/1972,1972,11,12,Australia,Northern Territory,-12.8333,132.85,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
"[""3b400a0a-9a7c-4c77-a544-03db6b4062ac""]",NMV,,Egg | Dry,17/11/1909,1909,11,17,Australia,Queensland,-23.87,149.57,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,ANWC,Not applicable,shell,22/11/1958,1958,11,22,Australia,New South Wales,,,,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,SAMA,,Egg clutch,1894-11-01,1894,11,,Australia,Victoria,-35.7333,142.3667,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,NMV,Female,Skeleton | Dry,14/11/1989,1989,11,14,Australia,Victoria,-38.62,143,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,ANWC,Not applicable,shell,4/11/1975,1975,11,4,Australia,New South Wales,,,,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
"[""4205368c-ce9a-451d-a116-0640bf9cbd57""]",NMV,,Egg | Dry,1892-11-07,1892,11,7,Australia,Tasmania,-42.88,147.3,EPSG:4326,Accipiter novaehollandiae novaehollandiae,Accipiter (Leucospiza) novaehollandiae,novaehollandiae
,QM,Male,Skin,1895-11-01,1895,11,1,Papua New Guinea,,-8.716667,147.45,EPSG:4326,Accipiter buergersi,Accipiter,
,SAMA,,Egg clutch,4/11/1928,1928,11,4,Australia,Victoria,-36.7667,144.2833,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
